117	571	28	8.23
715	252	19	72.06
1295	2513	3	18.94
4803	206	4	15.42
302	320	11	17.67
120	2586	9	7.61
7844	121	6	15.19
377	5064	3	16.15
147	2104	10	20.34
7489	104	9	12.64
143	586	16	9.71
106	16197	4	9.84
1227	153	31	109.17
15325	105	5	13.56
130	15439	3	10.01
306	3953	5	26.44
4463	197	5	19.87
8976	105	9	23.21
115	5899	9	20.1
9004	145	3	8.51
8491	338	3	19.37
442	3134	4	21.63
8304	746	3	24.55
172	23473	6	55.96
23398	110	6	35.14
482	35189	3	39.24
8173	116	6	13.63
114	8012	5	8.85
6186	170	3	8.69
112	2061	19	21.55
7451	204	6	34.62
234	2752	5	17.95
167	176	92	104.39
650	656	9	40.55
37329	103	3	11.7
173	1491	10	23.43
6465	101	10	6.7
8736	117	4	7.29
27024	110	3	11.06
1158	3690	3	20.95
7840	126	5	12.61
329	1159	4	10.02
21237	147	3	16.74
108	2867	16	17.36
2820	115	9	7
771	118	23	10.56
1795	502	7	38.78
267	1233	4	8.35
2848	133	7	9.4
202	3003	3	6.72
106	42441	3	16.13
2675	9780	3	33.73
5523	152	4	11.03
7576	156	3	9.17
111	6018	7	10.5
6514	107	7	9.31
205	5107	5	22.35
34374	2847	4	66.68
129	27027	5	36.41
123	11574	6	21.86
3605	103	16	7.32
1638	113	15	8.16
36787	108	3	16.15
1730	153	7	10.12
112	417	80	67.56
113	295	100	50.81
101	31424	3	6.96
109	1999	15	9.52
5370	1797	3	26.34
2	257	40	28.69
172	607	17	28.19
680	566	6	21.16
2184	253	3	7.46
169	1553	8	14.79
6053	8329	3	38.14
230	961	10	28.2
9242	115	6	15.53
28563	111	3	13.17
219	12488	3	18.64
168	3662	5	13.09
6642	219	3	13.44
280	10404	3	19.01
298	5594	5	29.83
476	3093	6	37.68
6200	322	3	16.39
262	5646	9	62.93
379	158	28	34.35
111	4629	9	12.68
1499	615	3	11.5
1598	265	4	10.36
4120	14	49	10.55
813	1575	3	13.58
17054	460	8	103.48
270	118	59	8.46
109	36823	3	17.21
818	717	9	46.81
21208	8	3	28.52
10240	130	3	7.11
179	4031	3	7.15
149	3152	9	25.04
